amp1,x01,w1,y0
8.52,492.67,16.01,-0.02
18.09,492.21,13.99,0.05
24.3,493.4,13.58,0.06
12.39,493.88,14.55,0.03
19.48,498.58,15.98,-0.01
16.09,498.89,17.34,-0.02
31.7,497.55,15.85,0.08
35.95,498.5,15.53,-0.0
18.92,496.84,15.22,-0.02
4.44,490.82,17.77,-0.1
5.66,489.77,15.09,-0.07
5.76,490.9,15.8,-0.02
9.73,492.43,15.64,-0.1
9.39,492.84,15.87,0.03
5.45,489.7,13.97,-0.02
11.93,494.27,15.37,0.03
13.27,495.17,15.45,-0.08
5.69,491.54,16.34,-0.13
10.77,495.22,17.25,-0.02
15.86,496.92,16.68,-0.08
12.87,492.99,15.08,-0.06
13.61,493.49,15.64,-0.14
16.4,490.97,13.67,-0.02
20.07,491.34,13.17,-0.01
19.76,496.62,15.17,0.03
10.09,496.88,15.95,-0.11
3.57,492.0,16.23,-0.14
3.83,490.68,14.99,-0.11
10.98,493.62,12.86,-0.06
10.08,492.97,13.11,-0.03
7.53,493.1,16.11,-0.05
4.92,493.26,17.01,0.1
9.51,497.65,18.31,0.13
13.22,495.69,16.41,-0.11
20.9,496.45,15.99,-0.0
18.2,494.56,15.2,-0.04
24.44,496.94,16.31,-0.02
15.0,496.22,17.57,-0.02
8.33,491.18,14.3,-0.13
3.31,493.44,19.32,-0.08
4.5,495.89,19.75,-0.14
8.24,494.54,15.66,-0.08
15.12,496.75,15.6,-0.14
12.45,498.01,18.54,-0.09
15.57,499.71,19.26,0.0
12.49,492.61,14.49,0.05
13.19,495.58,15.47,-0.02
10.22,494.73,16.89,-0.05
8.52,492.71,15.08,0.01
17.01,498.37,16.31,0.02
18.05,497.86,15.61,-0.03
20.53,496.26,14.06,-0.01
25.78,494.95,13.73,0.07
14.94,495.47,15.51,0.01
18.55,496.76,15.1,-0.05
19.37,493.96,14.33,0.05
17.66,496.25,16.73,-0.07
19.69,496.15,16.22,-0.03
13.94,494.2,14.98,0.03
7.48,494.02,16.59,-0.13
15.87,495.37,15.78,-0.04
24.25,496.06,15.4,0.02
21.41,493.65,14.6,0.08
13.02,495.25,17.18,0.08
19.31,493.54,14.31,0.09
28.29,494.21,14.37,0.06
17.87,492.86,15.22,-0.01
10.68,493.04,16.15,0.03
11.35,494.09,15.96,0.05
21.28,495.49,15.98,0.06
16.15,492.76,15.12,-0.01
8.39,490.67,14.76,-0.05
5.87,489.39,15.77,-0.05
9.83,493.85,16.51,-0.02
12.11,494.67,15.48,0.07
7.31,494.11,15.42,-0.06
7.9,494.33,15.12,-0.01
4.75,493.39,16.22,-0.07
7.62,497.37,16.07,0.06
7.03,500.75,21.45,-0.06
6.57,494.36,17.44,0.02
11.98,495.53,17.33,-0.05
19.15,497.99,17.37,0.03
22.49,499.06,17.49,-0.08
21.44,494.71,15.13,-0.04
21.38,495.25,15.29,0.01
20.43,497.05,16.86,-0.12
11.65,494.66,16.42,0.0
5.7,491.02,14.7,-0.12
2.47,490.79,18.54,0.03
6.27,495.16,18.77,-0.1
8.28,497.07,18.66,-0.05
6.03,493.78,18.04,-0.01
10.25,496.08,16.67,-0.03
13.51,494.71,15.94,0.09
13.78,495.63,16.0,0.02
9.66,494.54,16.82,0.04
11.7,493.28,14.29,0.04
14.46,494.3,14.09,-0.1
31.03,497.38,14.22,0.03
22.23,497.81,15.92,-0.01
13.82,496.78,16.52,-0.01
17.83,497.7,15.15,0.02
19.28,493.82,14.04,0.09
24.64,496.64,15.2,-0.02
16.5,493.98,15.51,0.03
11.84,489.97,14.7,-0.1
11.66,492.09,14.94,-0.04
16.14,494.52,16.62,0.01
13.92,491.97,14.75,-0.03
19.57,493.48,15.33,-0.03
23.21,495.13,16.18,0.07
32.62,494.02,13.49,-0.01
24.56,494.88,13.89,-0.08
21.77,494.4,14.71,0.0
21.84,489.5,12.84,0.18
15.48,491.39,14.53,-0.05
17.23,494.48,15.51,-0.04
16.4,495.38,15.5,-0.1
24.85,494.12,14.8,-0.04
12.92,493.03,15.44,-0.21
6.0,491.65,15.77,0.0
10.71,495.11,17.28,0.05
18.99,495.64,16.46,-0.07
27.92,493.85,14.1,0.24
15.27,490.93,13.58,-0.02
13.96,491.32,14.12,-0.03
12.91,492.66,13.97,-0.02
16.65,500.31,14.94,0.05
13.7,500.94,17.38,0.06
10.39,496.26,17.08,-0.02
10.6,496.45,18.58,-0.06
11.22,496.31,18.95,0.0
11.36,495.58,17.45,0.0
15.42,493.26,15.28,0.11
19.36,495.47,15.42,-0.01
12.65,495.33,16.58,0.07
15.45,493.79,15.55,0.0
12.08,494.75,15.23,-0.12
7.85,494.98,18.14,-0.02
7.85,493.22,17.97,-0.1
10.5,496.53,18.56,-0.06
7.33,496.95,17.69,-0.06
7.24,496.34,18.06,0.06
11.45,493.4,15.7,-0.01
23.57,497.12,15.81,0.07
13.55,493.06,15.35,-0.02
17.34,494.87,14.8,-0.08
19.16,494.0,15.02,0.04
19.23,492.93,13.78,0.07
12.85,493.66,15.04,-0.01
12.52,493.36,14.63,-0.11
10.06,492.68,15.53,0.01
12.72,494.71,15.69,-0.02
12.62,496.67,17.0,-0.1
8.53,494.15,17.65,0.04
9.33,493.42,17.43,0.15
12.24,495.01,16.81,-0.06
22.51,498.01,17.17,0.0
17.46,494.76,15.54,-0.11
20.89,491.76,14.54,0.0
27.58,496.69,14.92,0.08
23.25,496.97,14.17,-0.01
19.45,496.37,15.68,-0.06
15.7,493.12,15.33,0.05
6.37,489.09,14.02,-0.05
9.03,489.39,14.16,-0.06
10.44,492.56,15.43,-0.09
9.94,492.91,14.46,0.15
9.34,492.93,15.42,0.01
11.66,493.8,16.77,-0.06
16.89,492.77,15.48,-0.02
20.69,494.95,15.29,-0.03
23.25,495.6,14.91,0.12
20.11,496.37,16.05,0.09
20.92,491.93,13.68,0.05
28.33,491.17,11.84,0.07
21.01,492.89,12.48,0.07
12.91,495.76,13.54,-0.0
20.35,496.45,13.93,0.02
12.7,495.76,15.27,0.02
5.69,491.4,16.48,0.02
8.59,491.46,14.81,-0.03
12.8,500.16,20.37,-0.11
17.42,496.83,17.72,0.05
11.07,494.24,14.38,0.04
6.67,494.61,17.86,0.02
14.76,495.19,16.17,0.09
19.52,494.46,14.69,0.09
10.49,496.9,19.53,-0.06
8.99,493.41,15.87,-0.02
9.86,494.34,15.92,-0.11
11.06,495.6,16.94,-0.12
17.57,497.62,16.66,-0.08
15.96,498.5,17.26,-0.13
34.91,498.36,14.76,0.16
13.58,495.23,15.91,-0.06
11.84,495.4,15.86,0.01
10.25,492.52,15.14,-0.04
8.43,491.88,15.6,0.0
20.26,494.86,13.47,0.06
28.45,492.65,12.12,-0.01
12.57,493.91,15.6,0.03
12.76,496.42,16.83,-0.03
15.11,494.32,14.15,0.0
25.5,499.73,14.72,-0.03
20.64,497.24,14.45,0.0
9.37,494.58,16.01,-0.07
11.71,497.71,17.21,-0.06
18.84,496.26,16.29,-0.03
13.21,495.41,18.29,0.04
16.17,497.35,16.31,0.04
22.51,495.82,14.88,0.0
22.64,496.92,16.22,0.05
11.47,495.01,15.76,0.06
9.44,493.94,15.71,-0.02
7.87,494.39,15.73,0.01
6.38,493.21,15.66,-0.07
4.28,491.18,16.27,-0.11
3.68,491.82,18.55,-0.09
16.02,496.6,16.57,-0.05
18.71,495.14,16.24,0.03
12.84,492.38,13.83,-0.05
24.1,493.95,13.24,0.23
23.79,500.54,18.03,-0.14
26.15,497.34,16.77,-0.01
14.89,495.03,15.73,-0.06
8.16,492.38,15.64,-0.07
8.45,491.31,13.38,0.01
14.94,496.1,16.12,-0.11
13.41,499.25,19.35,-0.06
7.9,494.13,16.74,0.11
8.11,492.68,16.43,-0.03
14.7,497.57,18.22,-0.02
19.11,493.97,15.11,-0.02
12.14,494.65,14.33,-0.05
10.03,496.07,16.82,-0.05
16.85,496.2,16.09,0.04
20.51,495.06,14.79,0.04
17.91,500.21,16.82,-0.04
8.52,494.44,15.59,-0.18
14.5,493.44,12.86,0.01
9.07,494.36,14.18,-0.11
7.86,494.77,16.97,0.07
13.88,495.1,15.88,0.08
18.65,496.43,15.3,-0.01
22.07,496.61,13.94,0.04
12.44,493.4,13.81,-0.02
10.35,491.75,14.67,-0.07
12.15,493.49,14.93,-0.08
19.04,492.95,13.65,-0.01
22.97,493.55,13.76,-0.0
14.89,497.14,16.6,-0.08
21.83,498.35,16.42,0.08
15.2,493.74,15.61,-0.04
24.86,497.68,15.36,0.12
17.79,497.81,14.9,-0.01
15.49,496.86,15.51,0.05
15.28,496.59,16.42,-0.01
22.8,498.1,16.63,0.01
12.78,496.4,18.63,-0.01
13.54,496.77,18.12,0.02
16.23,493.31,14.84,0.03
4.78,492.2,17.09,-0.14
4.69,497.75,22.73,-0.15
13.62,500.11,21.03,-0.08
9.49,495.62,17.07,0.05
17.93,497.48,16.58,-0.11
12.36,495.94,16.04,-0.06
5.69,493.8,19.0,-0.05
17.45,495.69,14.34,-0.06
17.57,501.82,20.5,0.11
15.41,496.33,16.15,-0.03
14.44,493.23,15.05,-0.08
11.64,496.14,17.93,-0.02
17.39,500.07,19.99,-0.17
18.22,499.95,20.87,-0.07
14.12,491.39,13.85,0.08
11.25,491.4,13.43,-0.03
11.06,492.73,16.46,-0.16
16.21,492.11,16.2,0.01
3.67,494.11,18.22,-0.01
7.09,493.91,16.71,0.05
11.43,493.32,16.06,-0.06
19.01,492.91,14.54,0.01
17.22,494.99,15.37,0.09
10.36,497.63,16.46,0.14
7.02,498.05,19.94,-0.05
12.69,492.83,14.01,-0.02
14.95,495.23,14.65,-0.03
12.16,493.55,13.93,0.01
9.9,493.7,14.18,0.03
4.17,493.81,16.38,-0.05
6.24,495.38,17.49,-0.15
10.64,496.15,17.77,-0.12
18.94,494.52,15.42,0.03
25.58,496.07,14.39,0.2
12.27,493.72,14.23,-0.1
10.24,495.44,15.38,-0.01
13.17,496.35,15.47,0.02
16.19,494.35,14.41,-0.11
14.76,493.64,14.32,0.06
12.92,496.3,16.84,-0.03
12.15,497.25,17.56,0.04
11.71,496.97,18.42,-0.02
9.58,495.01,17.31,-0.01
13.84,496.37,16.53,-0.18
14.66,496.15,16.79,0.02
13.64,493.24,15.2,0.01
21.56,496.36,15.97,0.11
13.21,494.02,16.56,0.04
7.42,493.56,17.47,-0.03
9.15,494.48,16.65,-0.05
4.43,491.26,16.49,-0.2
8.47,497.48,18.26,-0.12
12.51,498.79,17.63,0.09
6.34,492.41,14.18,-0.11
13.42,498.11,16.71,-0.04
13.0,499.18,16.67,-0.01
4.33,494.14,19.56,0.02
11.31,493.7,16.83,-0.08
15.35,499.73,19.27,0.02
19.24,499.38,18.64,-0.04
16.26,496.82,18.27,0.01
13.81,495.02,15.83,0.02
9.49,495.93,19.11,-0.04
13.07,494.59,16.9,-0.04
21.3,493.4,13.51,0.05
14.52,492.92,14.75,-0.11
13.05,492.73,16.21,0.07
22.91,494.56,16.4,0.03
13.76,500.89,17.03,0.0
18.96,498.83,16.19,0.08
15.15,501.34,21.49,0.04
19.81,498.3,17.72,-0.03
16.22,494.77,15.97,0.04
6.62,496.83,19.45,-0.03
4.48,490.78,17.9,0.03
14.91,496.27,16.44,-0.15
14.13,497.92,17.91,0.05
14.65,499.21,19.31,0.03
9.13,496.45,18.17,-0.05
3.09,492.08,18.25,0.02
6.7,497.89,19.8,-0.03
20.46,500.86,18.91,-0.05
20.45,493.85,14.8,0.09
19.02,494.18,14.64,0.04
14.58,496.88,15.43,-0.01
8.18,495.58,16.56,-0.13
9.03,496.49,18.37,0.01
9.32,495.69,17.64,0.07
5.84,494.35,16.76,0.02
9.39,497.19,18.44,-0.15
15.1,499.52,18.75,0.06
22.23,503.22,20.01,-0.05
14.76,496.75,18.13,-0.04
14.42,496.24,17.18,-0.15
11.49,494.2,16.23,-0.1
12.6,493.26,14.49,-0.01
18.68,495.32,15.57,0.1
18.47,496.9,18.04,0.13
11.35,494.43,16.17,0.06
19.34,497.76,16.63,-0.08
13.9,493.65,16.54,-0.09
11.4,495.2,17.85,-0.04
5.58,496.64,18.98,-0.06
4.61,493.37,17.52,-0.1
8.77,497.56,18.77,0.04
10.6,498.57,17.76,-0.03
4.62,490.71,17.23,0.02
11.91,492.03,16.27,0.1
16.08,498.94,18.74,-0.05
29.89,500.74,18.44,-0.0
41.27,500.19,15.78,0.08
27.57,497.16,14.71,0.02
5.61,494.38,18.83,-0.05
11.0,495.43,17.47,0.07
20.9,499.5,19.1,-0.04
10.25,495.14,17.47,-0.13
11.03,494.9,17.97,-0.11
14.59,497.26,18.58,0.01
11.08,497.79,17.51,-0.01
14.21,498.83,17.08,0.05
11.84,502.0,21.98,-0.05
20.58,497.59,16.8,0.0
15.36,493.86,14.96,-0.04
12.32,492.17,14.73,-0.11
9.05,492.63,15.59,-0.04
19.95,498.28,16.3,-0.13
18.15,495.8,16.19,-0.11
13.68,495.28,16.36,-0.01
9.54,494.7,14.95,0.02
7.12,493.57,16.49,-0.08
10.78,495.39,16.96,-0.04
12.27,494.87,16.91,0.0
22.35,495.5,13.46,0.08
14.59,496.92,15.15,-0.14
14.27,501.04,18.49,-0.09
16.49,497.27,16.67,-0.01
14.16,495.27,17.24,-0.08
13.73,497.84,16.86,-0.1
13.81,494.17,14.96,-0.06
16.08,497.06,17.29,0.05
24.03,496.42,16.26,0.04
25.18,502.23,19.74,-0.0
13.94,497.4,18.65,-0.06
16.59,498.19,17.71,0.06
16.92,499.05,18.21,-0.0
8.79,493.45,16.73,-0.04
16.98,494.8,16.02,0.04
19.94,495.46,15.88,0.07
15.19,494.68,15.73,0.03
21.03,496.15,16.3,-0.1
15.72,495.55,16.87,-0.07
12.08,496.52,18.09,-0.11
11.76,494.41,14.08,0.04
16.3,495.39,13.45,-0.01
11.59,491.95,15.82,-0.07
10.84,491.5,15.74,0.03
10.8,492.86,15.49,-0.09
15.24,492.84,15.68,-0.01
16.38,495.5,17.21,-0.1
21.14,496.64,16.5,-0.0
42.98,497.6,15.11,0.17
21.89,496.86,16.37,-0.16
7.48,496.13,18.36,-0.12
17.44,495.81,16.77,0.02
21.33,497.51,16.95,0.05
6.58,495.11,18.94,0.04
9.66,496.26,20.27,0.07
14.52,495.81,17.12,-0.07
7.72,493.17,15.54,0.04
9.37,494.65,16.3,0.05
15.57,495.47,15.75,0.08
20.12,493.43,13.37,0.16
15.74,493.91,14.75,-0.03
17.56,494.46,15.04,-0.03
10.57,493.58,15.79,0.12
16.57,493.75,16.12,0.09
15.56,494.82,16.54,0.02
16.54,497.06,16.31,-0.05
8.86,493.68,16.12,0.0
10.63,496.53,17.08,-0.02
10.88,493.22,17.22,-0.05
12.98,490.0,14.42,-0.01
21.17,495.58,14.32,0.04
15.65,497.06,15.53,-0.04
20.93,500.39,17.03,0.02
15.77,496.17,16.5,-0.04
14.37,495.55,16.44,-0.09
10.88,495.1,16.85,-0.06
11.02,492.25,14.91,0.01
16.59,496.28,16.3,-0.04
28.25,497.27,14.64,-0.05
22.11,498.35,16.68,0.05
15.05,495.55,17.21,-0.01
19.57,497.63,16.12,-0.01
21.93,501.84,17.32,0.05
14.56,496.68,17.51,-0.16
19.28,497.37,17.25,-0.01
21.62,494.24,15.0,0.0
14.58,491.09,14.34,-0.06
10.89,492.65,16.05,0.0
9.32,491.97,15.73,0.03
11.3,493.0,15.91,0.04
17.5,492.74,15.0,-0.04
13.17,495.23,15.47,-0.02
17.63,498.07,18.64,-0.01
15.93,494.64,16.24,0.01
16.16,495.63,15.62,-0.08
10.62,499.62,19.05,0.01
11.26,494.08,15.99,0.11
14.31,495.46,16.38,-0.11
16.86,494.38,16.7,-0.13
7.24,494.84,16.9,0.02
6.47,495.72,17.8,-0.05
12.34,498.64,18.36,-0.06
9.67,493.64,15.5,0.09
6.33,495.04,19.02,-0.01
12.72,499.59,21.24,-0.07
18.88,497.84,16.78,0.01
11.31,494.33,14.92,-0.03
14.11,494.82,14.95,-0.1
17.97,498.6,17.12,0.02
18.49,494.01,13.5,0.09
12.49,494.26,15.56,-0.0
8.94,493.0,15.89,-0.07
7.64,491.8,16.14,-0.0
13.49,492.33,15.07,0.08
14.06,495.59,15.26,0.1
18.24,497.57,15.53,-0.14
8.07,492.02,14.09,-0.13
9.96,499.31,18.28,-0.06
14.73,501.57,20.38,-0.1
11.17,496.51,20.76,-0.01
10.14,493.1,17.1,0.06
17.0,494.48,14.71,0.1
22.44,499.4,16.4,0.03
13.44,495.53,16.37,-0.04
11.93,492.72,15.26,0.0
5.83,492.1,15.59,-0.06
5.78,493.38,18.42,-0.03
15.44,496.75,17.47,0.13
19.29,495.91,15.31,0.11
18.23,497.76,16.89,-0.07
18.84,494.6,16.55,0.13
12.3,493.4,15.66,-0.04
12.62,496.0,16.27,-0.04
21.16,495.74,14.99,0.14
22.02,495.17,16.15,-0.0
17.34,491.88,15.66,0.01
15.37,492.76,14.72,0.01
5.97,493.33,17.65,0.05
19.53,495.58,13.37,-0.03
23.43,495.21,14.22,-0.02
30.47,497.52,16.29,0.1
16.55,498.71,17.88,-0.02
14.4,496.32,17.84,0.06
15.95,494.02,15.64,-0.04
12.18,495.62,16.35,0.01
9.68,498.1,17.78,-0.15
12.36,495.12,14.8,-0.04
15.35,496.17,15.35,0.06
14.36,497.18,15.92,0.03
10.32,494.24,15.18,-0.01
12.45,493.9,14.41,0.03
15.7,493.35,13.9,0.09
17.48,497.58,16.23,-0.08
18.32,500.4,17.54,-0.11
19.53,497.64,16.42,-0.01
19.36,496.82,15.92,0.07
7.96,493.73,16.22,0.02
11.42,496.56,15.48,-0.01
22.55,496.54,14.45,0.09
13.04,494.64,15.14,-0.07
8.94,493.07,15.15,-0.05
7.43,495.11,18.23,-0.18
6.27,494.64,18.3,-0.05
7.21,494.32,17.26,-0.08
8.47,492.92,16.65,-0.01
12.81,491.68,14.08,-0.08
13.17,490.51,12.77,0.03
8.96,498.5,18.49,-0.1
14.81,504.16,20.28,0.01
13.89,505.33,22.2,0.05
14.18,496.69,16.93,0.02
10.41,495.02,16.87,-0.01
16.11,497.89,16.68,-0.01
13.38,494.35,15.9,-0.07
14.47,495.67,14.78,0.02
8.24,494.17,16.86,-0.02
6.65,494.21,20.61,-0.09
11.72,495.0,16.9,0.06
17.7,494.79,14.12,0.08
22.01,498.42,15.37,0.11
19.35,495.17,15.43,0.0
8.75,490.65,14.58,0.01
11.26,494.69,16.48,-0.02
15.28,494.87,17.04,-0.05
23.43,501.48,21.09,0.0
16.04,496.24,18.1,0.01
7.1,491.61,16.02,0.02
7.63,493.5,17.43,0.0
15.56,495.08,16.06,-0.01
21.14,494.51,14.37,0.04
34.07,495.93,13.93,-0.02
21.23,499.04,17.41,-0.02
21.3,502.17,19.29,-0.11
14.82,496.63,17.46,-0.03
13.28,495.71,16.25,-0.16
11.43,495.48,16.74,-0.1
12.16,495.94,16.07,-0.07
7.18,492.52,15.68,-0.14
11.76,493.48,15.94,-0.05
20.61,494.05,13.34,-0.05
25.25,496.06,14.6,0.06
20.3,497.17,15.91,-0.12
11.76,497.38,17.78,-0.05
11.44,494.87,18.4,0.1
16.43,494.49,16.66,0.1
13.94,497.21,17.98,0.14
12.0,497.6,18.99,-0.03
7.87,496.61,18.49,-0.05
16.36,498.29,17.37,-0.01
11.22,497.39,16.51,-0.04
3.49,491.45,18.7,-0.22
8.19,496.16,18.76,0.01
15.29,494.91,16.73,0.05
13.68,495.03,17.03,0.01
13.71,493.83,16.46,-0.01
12.78,495.56,17.12,0.01
12.11,496.99,15.75,0.04
16.15,497.15,15.23,0.31
18.88,498.17,15.62,1.2
11.52,497.12,17.57,0.11
8.7,494.47,15.86,-0.08
8.5,495.36,17.42,-0.04
14.86,495.82,16.52,-0.01
14.94,494.98,15.41,0.07
8.57,495.45,16.14,-0.16
7.89,495.64,17.96,-0.03
10.92,500.07,17.94,0.0
11.78,497.15,16.5,-0.04
12.69,494.77,16.44,-0.0
12.08,492.18,15.38,0.02
8.82,493.0,15.86,0.05
7.55,494.69,16.84,-0.07
10.01,495.5,18.98,-0.05
17.29,494.17,18.1,-0.04
25.1,499.61,21.31,0.03
22.27,495.68,18.18,0.14
6.36,489.92,15.91,0.06
15.16,492.56,14.52,0.05
19.54,494.08,13.98,-0.04
17.61,494.1,14.38,0.04
20.49,495.45,15.16,0.03
24.6,498.41,16.1,0.1
14.64,501.91,18.93,-0.06
13.56,497.93,17.82,0.02
21.93,500.83,17.57,0.07
15.71,496.63,17.67,-0.11
6.92,491.9,15.83,0.07
6.91,496.46,18.68,-0.05
13.87,497.6,17.19,0.0
12.33,495.01,16.11,-0.06
13.16,496.99,17.04,-0.07
16.04,498.02,16.85,-0.0
12.85,495.56,16.7,0.02
12.16,491.02,14.79,-0.01
11.7,492.35,15.79,-0.1
6.23,493.47,16.27,-0.2
11.11,497.26,17.89,-0.03
12.07,497.54,18.0,-0.11
12.83,498.88,19.13,0.01
13.81,496.53,16.29,-0.07
7.93,493.09,15.14,-0.02
9.24,493.05,16.81,-0.02
11.12,492.71,16.97,-0.1
6.58,491.46,16.84,-0.01
17.26,498.83,18.12,-0.07
25.69,500.67,16.9,0.01
19.05,497.7,14.74,0.16
16.68,496.62,14.4,0.3
18.51,496.17,13.96,0.82
17.73,491.83,13.89,0.13
16.38,494.24,15.21,-0.06
10.15,496.36,16.79,-0.06
12.81,495.13,16.43,-0.0
13.96,496.04,16.31,-0.02
6.32,494.6,18.53,-0.02
9.96,492.53,15.18,0.01
13.37,495.4,14.04,0.06
11.97,495.63,15.5,-0.05
19.74,494.71,16.0,-0.01
17.38,492.27,16.25,-0.04
12.67,493.28,14.63,-0.05
10.06,494.0,16.26,-0.13
6.21,491.89,18.61,-0.1
7.72,492.98,18.94,-0.03
11.9,492.23,18.08,-0.01
13.88,492.27,16.39,0.01
9.04,494.6,16.72,0.01
22.11,498.54,16.72,-0.12
24.85,497.95,15.12,0.01
16.44,495.45,14.48,-0.02
16.43,498.07,17.14,0.09
9.28,497.54,17.9,-0.07
4.01,494.09,21.74,-0.08
6.7,495.88,18.75,-0.06
17.93,501.01,18.95,-0.12
23.71,495.04,16.09,0.02
16.46,493.95,14.61,-0.01
15.77,496.01,15.35,0.05
15.58,496.74,16.77,0.01
10.43,494.69,17.39,0.02
12.54,497.4,17.54,-0.02
19.76,494.76,14.78,0.04
14.75,493.07,15.38,-0.01
7.29,491.98,17.13,-0.03
4.74,492.08,18.1,-0.13
2.84,490.99,17.85,-0.13
12.16,494.96,16.28,-0.1
7.72,495.69,18.21,-0.03
8.02,494.08,17.66,-0.01
7.34,493.07,15.19,0.01
7.75,491.81,13.94,0.03
9.39,493.4,16.32,-0.0
11.37,492.86,15.7,0.02
6.36,492.79,16.88,-0.03
13.58,498.41,17.87,0.02
19.08,499.25,17.34,-0.01
10.13,494.01,15.22,0.11
5.88,492.9,15.65,-0.11
7.08,491.72,15.61,-0.08
14.94,493.54,14.91,0.06
25.14,495.29,14.41,0.11
10.44,492.97,15.18,0.07
8.44,495.88,18.13,-0.03
13.33,496.45,17.45,-0.03
11.94,493.76,16.82,-0.05
8.95,493.88,17.68,0.02
6.98,493.47,17.54,-0.02
10.55,494.45,16.82,0.01
14.97,494.76,15.34,-0.04
11.56,494.57,14.53,-0.04
16.61,494.27,15.25,-0.04
16.54,497.08,17.5,0.05
10.3,493.19,16.11,-0.11
5.49,493.07,17.2,-0.11
6.49,489.82,15.01,-0.01
13.01,494.04,15.21,-0.11
15.07,495.52,16.07,0.0
17.42,497.74,16.6,0.01
13.99,495.16,15.59,0.01
17.21,497.15,15.12,-0.07
15.47,498.51,17.03,-0.04
5.9,494.87,18.89,-0.09
4.36,493.09,19.57,-0.07
6.99,496.22,19.71,-0.09
13.14,492.93,16.03,0.06
22.58,493.54,13.66,-0.0
36.02,494.07,12.85,0.11
29.01,494.74,12.99,0.13
15.86,494.45,15.45,-0.04
9.26,493.16,16.82,-0.06
9.62,493.9,15.83,0.03
12.23,492.28,14.7,-0.01
12.1,493.11,15.79,-0.05
12.94,495.37,17.45,0.12
8.74,494.51,17.08,-0.04
11.27,494.42,15.65,0.03
5.23,493.18,16.05,-0.13
4.9,492.98,16.56,-0.15
5.84,492.78,16.5,-0.01
12.18,495.26,15.52,0.1
14.81,495.29,14.68,-0.05
11.09,494.15,15.44,-0.01
12.48,495.35,15.9,-0.1
13.17,495.18,14.89,0.06
9.9,491.73,14.44,0.08
9.45,492.94,14.4,-0.06
4.41,490.78,15.21,-0.12
7.24,492.84,16.7,-0.19
8.06,492.15,16.22,-0.12
14.17,494.25,16.31,0.08
22.72,493.47,14.15,0.06
10.22,492.19,15.86,0.01
9.54,493.35,17.52,-0.1
21.91,494.06,15.12,-0.15
19.57,491.65,13.57,-0.03
14.01,494.72,13.58,0.08
12.35,496.51,15.39,0.09
13.72,495.88,16.96,-0.05
23.83,495.32,13.3,0.07
31.43,496.61,13.07,0.2
30.0,497.36,15.29,0.2
24.46,495.52,15.51,0.06
18.82,494.26,14.48,0.02
8.24,493.07,16.11,-0.09
7.7,493.27,15.42,-0.1
14.24,496.66,15.02,-0.03
11.88,494.8,16.35,0.03
13.12,493.1,15.23,0.0
20.03,496.06,14.39,0.11
15.58,496.39,14.88,-0.22
9.24,499.28,18.79,-0.06
7.34,499.16,19.52,-0.05
5.26,494.76,19.33,-0.04
11.26,497.92,18.77,0.06
10.57,494.97,16.67,0.02
19.39,493.06,13.74,0.02
27.73,492.21,13.08,-0.01
19.29,494.45,14.41,0.12
10.91,494.54,16.9,-0.07
13.68,493.69,14.69,-0.07
13.08,494.08,14.35,0.09
4.85,491.03,16.81,-0.13
9.64,493.11,16.91,-0.04
15.4,495.14,16.42,-0.03
10.68,494.01,16.44,-0.05
13.93,494.83,15.83,-0.0
8.48,495.41,16.78,-0.03
6.03,492.2,16.18,-0.01
9.44,495.28,16.96,-0.08
16.13,496.24,15.62,0.01
11.27,496.71,16.32,-0.11
9.23,494.53,16.32,-0.09
7.13,492.35,16.73,-0.08
10.82,492.2,14.59,-0.15
17.18,491.41,13.62,-0.09
16.61,494.3,14.39,-0.12
10.08,492.17,14.57,-0.08
10.03,495.34,17.43,0.02
13.58,493.75,16.72,-0.03
12.45,493.79,16.69,-0.03
6.25,490.65,15.77,0.02
14.06,493.03,16.04,0.04
12.07,493.81,16.49,0.03
15.4,493.89,15.64,0.16
19.61,494.76,16.07,0.11
19.61,497.3,15.6,0.13
14.13,500.32,17.86,0.12
9.69,495.68,19.16,0.02
13.79,493.92,16.07,-0.06
30.0,496.22,15.08,0.05
21.53,494.06,14.71,0.08
16.43,493.54,14.94,-0.02
21.56,495.39,14.75,-0.03
15.06,495.89,15.95,-0.0
6.97,494.44,16.54,-0.03
7.63,495.48,17.92,-0.1
17.54,494.89,16.78,0.06
22.19,492.05,14.25,0.08
20.39,494.19,13.97,0.1
9.14,492.71,13.94,-0.03
8.2,492.9,16.04,-0.05
17.99,495.09,14.83,0.07
16.29,494.73,14.74,0.06
13.79,495.88,16.71,-0.11
13.56,494.04,16.26,0.01
21.41,495.08,15.48,0.19
26.17,495.16,14.75,0.02
34.27,495.44,13.46,0.15
13.32,494.07,15.1,-0.05
6.62,492.42,16.55,-0.05
16.54,493.62,14.21,0.02
10.79,492.06,15.14,0.0
14.86,493.43,14.81,-0.06
16.27,494.09,13.76,-0.04
17.77,493.63,13.38,0.11
8.14,493.12,16.04,-0.04
